# Modal Analysis Results
# Format: Debug Text Output
# Generated: Jun  6 2026 15:18:30

=== HEADER ===
Magic: SEMF
Version: 2 (Debug Text)
Number of Modes: 10
Number of Nodes: 169

=== NODES ===
Format: NodeID, X, Y
154, 5, -0.848881
155, 5, -2.65576
156, 5, -5
157, 5, -7.34424
158, 5, -9.15112
159, 7.34424, -0.848881
160, 7.34424, -2.65576
161, 7.34424, -5
162, 7.34424, -7.34424
163, 7.34424, -9.15112
164, 9.15112, -0.848881
165, 9.15112, -2.65576
166, 9.15112, -5
167, 9.15112, -7.34424
168, 9.15112, -9.15112

=== EDGES ===
Format: StartNodeID, EndNodeID
1, 0
0, 10
10, 11
11, 12
12, 13
13, 8
8, 14
14, 15
15, 16
16, 17
17, 18
18, 9
9, 19
19, 20
20, 21
21, 22
22, 23
23, 1
0, 28
28, 1
0, 29
29, 28
10, 29
10, 30
30, 29
11, 30
11, 31
31, 30
12, 31
12, 32
32, 31
13, 32
13, 33
33, 32
8, 33
14, 33
29, 27
27, 28
29, 34
34, 27
30, 34
30, 35
35, 34
31, 35
31, 36
36, 35
32, 36
32, 37
37, 36
33, 37
33, 38
38, 37
14, 38
15, 38
34, 26
26, 27
34, 39
39, 26
35, 39
35, 40
40, 39
36, 40
36, 41
41, 40
37, 41
37, 42
42, 41
38, 42
38, 43
43, 42
15, 43
16, 43
39, 25
25, 26
39, 44
44, 25
40, 44
40, 45
45, 44
41, 45
41, 46
46, 45
42, 46
42, 47
47, 46
43, 47
43, 48
48, 47
16, 48
17, 48
44, 24
24, 25
44, 49
49, 24
45, 49
45, 50
50, 49
46, 50
46, 51
51, 50
47, 51
47, 52
52, 51
48, 52
48, 53
53, 52
17, 53
18, 53
49, 2
2, 24
49, 23
23, 2
50, 23
50, 22
51, 22
51, 21
52, 21
52, 20
53, 20
53, 19
18, 19
9, 54
54, 55
55, 56
56, 57
57, 58
58, 4
4, 59
59, 60
60, 61
61, 62
62, 63
63, 2
2, 23
23, 68
68, 2
23, 69
69, 68
23, 22
22, 69
22, 70
70, 69
22, 21
21, 70
21, 71
71, 70
21, 20
20, 71
20, 72
72, 71
20, 19
19, 72
19, 73
73, 72
19, 9
9, 73
54, 73
69, 67
67, 68
69, 74
74, 67
70, 74
70, 75
75, 74
71, 75
71, 76
76, 75
72, 76
72, 77
77, 76
73, 77
73, 78
78, 77
54, 78
55, 78
74, 66
66, 67
74, 79
79, 66
75, 79
75, 80
80, 79
76, 80
76, 81
81, 80
77, 81
77, 82
82, 81
78, 82
78, 83
83, 82
55, 83
56, 83
79, 65
65, 66
79, 84
84, 65
80, 84
80, 85
85, 84
81, 85
81, 86
86, 85
82, 86
82, 87
87, 86
83, 87
83, 88
88, 87
56, 88
57, 88
84, 64
64, 65
84, 89
89, 64
85, 89
85, 90
90, 89
86, 90
86, 91
91, 90
87, 91
87, 92
92, 91
88, 92
88, 93
93, 92
57, 93
58, 93
89, 3
3, 64
89, 63
63, 3
90, 63
90, 62
91, 62
91, 61
92, 61
92, 60
93, 60
93, 59
58, 59
9, 94
94, 95
95, 96
96, 97
97, 98
98, 6
6, 99
99, 100
100, 101
101, 102
102, 103
103, 5
5, 104
104, 105
105, 106
106, 107
107, 108
108, 9
94, 54
54, 9
94, 109
109, 54
95, 109
95, 110
110, 109
96, 110
96, 111
111, 110
97, 111
97, 112
112, 111
98, 112
98, 113
113, 112
6, 113
99, 113
109, 55
55, 54
109, 114
114, 55
110, 114
110, 115
115, 114
111, 115
111, 116
116, 115
112, 116
112, 117
117, 116
113, 117
113, 118
118, 117
99, 118
100, 118
114, 56
56, 55
114, 119
119, 56
115, 119
115, 120
120, 119
116, 120
116, 121
121, 120
117, 121
117, 122
122, 121
118, 122
118, 123
123, 122
100, 123
101, 123
119, 57
57, 56
119, 124
124, 57
120, 124
120, 125
125, 124
121, 125
121, 126
126, 125
122, 126
122, 127
127, 126
123, 127
123, 128
128, 127
101, 128
102, 128
124, 58
58, 57
124, 129
129, 58
125, 129
125, 130
130, 129
126, 130
126, 131
131, 130
127, 131
127, 132
132, 131
128, 132
128, 133
133, 132
102, 133
103, 133
129, 4
4, 58
129, 108
108, 4
130, 108
130, 107
131, 107
131, 106
132, 106
132, 105
133, 105
133, 104
103, 104
8, 134
134, 135
135, 136
136, 137
137, 138
138, 7
7, 139
139, 140
140, 141
141, 142
142, 143
143, 9
9, 18
18, 94
94, 9
18, 144
144, 94
18, 17
17, 144
17, 145
145, 144
17, 16
16, 145
16, 146
146, 145
16, 15
15, 146
15, 147
147, 146
15, 14
14, 147
14, 148
148, 147
14, 8
8, 148
134, 148
144, 95
95, 94
144, 149
149, 95
145, 149
145, 150
150, 149
146, 150
146, 151
151, 150
147, 151
147, 152
152, 151
148, 152
148, 153
153, 152
134, 153
135, 153
149, 96
96, 95
149, 154
154, 96
150, 154
150, 155
155, 154
151, 155
151, 156
156, 155
152, 156
152, 157
157, 156
153, 157
153, 158
158, 157
135, 158
136, 158
154, 97
97, 96
154, 159
159, 97
155, 159
155, 160
160, 159
156, 160
156, 161
161, 160
157, 161
157, 162
162, 161
158, 162
158, 163
163, 162
136, 163
137, 163
159, 98
98, 97
159, 164
164, 98
160, 164
160, 165
165, 164
161, 165
161, 166
166, 165
162, 166
162, 167
167, 166
163, 167
163, 168
168, 167
137, 168
138, 168
164, 6
6, 98
164, 143
143, 6
165, 143
165, 142
166, 142
166, 141
167, 141
167, 140
168, 140
168, 139
138, 139

=== TRIANGLES ===
Format: Node1, Node2, Node3
1, 0, 28
0, 29, 28
0, 10, 29
10, 30, 29
10, 11, 30
11, 31, 30
11, 12, 31
12, 32, 31
12, 13, 32
13, 33, 32
13, 8, 33
8, 14, 33
28, 29, 27
29, 34, 27
29, 30, 34
30, 35, 34
30, 31, 35
31, 36, 35
31, 32, 36
32, 37, 36
32, 33, 37
33, 38, 37
33, 14, 38
14, 15, 38
27, 34, 26
34, 39, 26
34, 35, 39
35, 40, 39
35, 36, 40
36, 41, 40
36, 37, 41
37, 42, 41
37, 38, 42
38, 43, 42
38, 15, 43
15, 16, 43
26, 39, 25
39, 44, 25
39, 40, 44
40, 45, 44
40, 41, 45
41, 46, 45
41, 42, 46
42, 47, 46
42, 43, 47
43, 48, 47
43, 16, 48
16, 17, 48
25, 44, 24
44, 49, 24
44, 45, 49
45, 50, 49
45, 46, 50
46, 51, 50
46, 47, 51
47, 52, 51
47, 48, 52
48, 53, 52
48, 17, 53
17, 18, 53
24, 49, 2
49, 23, 2
49, 50, 23
50, 22, 23
50, 51, 22
51, 21, 22
51, 52, 21
52, 20, 21
52, 53, 20
53, 19, 20
53, 18, 19
18, 9, 19
2, 23, 68
23, 69, 68
23, 22, 69
22, 70, 69
22, 21, 70
21, 71, 70
21, 20, 71
20, 72, 71
20, 19, 72
19, 73, 72
19, 9, 73
9, 54, 73
68, 69, 67
69, 74, 67
69, 70, 74
70, 75, 74
70, 71, 75
71, 76, 75
71, 72, 76
72, 77, 76
72, 73, 77
73, 78, 77
73, 54, 78
54, 55, 78
67, 74, 66
74, 79, 66
74, 75, 79
75, 80, 79
75, 76, 80
76, 81, 80
76, 77, 81
77, 82, 81
77, 78, 82
78, 83, 82
78, 55, 83
55, 56, 83
66, 79, 65
79, 84, 65
79, 80, 84
80, 85, 84
80, 81, 85
81, 86, 85
81, 82, 86
82, 87, 86
82, 83, 87
83, 88, 87
83, 56, 88
56, 57, 88
65, 84, 64
84, 89, 64
84, 85, 89
85, 90, 89
85, 86, 90
86, 91, 90
86, 87, 91
87, 92, 91
87, 88, 92
88, 93, 92
88, 57, 93
57, 58, 93
64, 89, 3
89, 63, 3
89, 90, 63
90, 62, 63
90, 91, 62
91, 61, 62
91, 92, 61
92, 60, 61
92, 93, 60
93, 59, 60
93, 58, 59
58, 4, 59
9, 94, 54
94, 109, 54
94, 95, 109
95, 110, 109
95, 96, 110
96, 111, 110
96, 97, 111
97, 112, 111
97, 98, 112
98, 113, 112
98, 6, 113
6, 99, 113
54, 109, 55
109, 114, 55
109, 110, 114
110, 115, 114
110, 111, 115
111, 116, 115
111, 112, 116
112, 117, 116
112, 113, 117
113, 118, 117
113, 99, 118
99, 100, 118
55, 114, 56
114, 119, 56
114, 115, 119
115, 120, 119
115, 116, 120
116, 121, 120
116, 117, 121
117, 122, 121
117, 118, 122
118, 123, 122
118, 100, 123
100, 101, 123
56, 119, 57
119, 124, 57
119, 120, 124
120, 125, 124
120, 121, 125
121, 126, 125
121, 122, 126
122, 127, 126
122, 123, 127
123, 128, 127
123, 101, 128
101, 102, 128
57, 124, 58
124, 129, 58
124, 125, 129
125, 130, 129
125, 126, 130
126, 131, 130
126, 127, 131
127, 132, 131
127, 128, 132
128, 133, 132
128, 102, 133
102, 103, 133
58, 129, 4
129, 108, 4
129, 130, 108
130, 107, 108
130, 131, 107
131, 106, 107
131, 132, 106
132, 105, 106
132, 133, 105
133, 104, 105
133, 103, 104
103, 5, 104
9, 18, 94
18, 144, 94
18, 17, 144
17, 145, 144
17, 16, 145
16, 146, 145
16, 15, 146
15, 147, 146
15, 14, 147
14, 148, 147
14, 8, 148
8, 134, 148
94, 144, 95
144, 149, 95
144, 145, 149
145, 150, 149
145, 146, 150
146, 151, 150
146, 147, 151
147, 152, 151
147, 148, 152
148, 153, 152
148, 134, 153
134, 135, 153
95, 149, 96
149, 154, 96
149, 150, 154
150, 155, 154
150, 151, 155
151, 156, 155
151, 152, 156
152, 157, 156
152, 153, 157
153, 158, 157
153, 135, 158
135, 136, 158
96, 154, 97
154, 159, 97
154, 155, 159
155, 160, 159
155, 156, 160
156, 161, 160
156, 157, 161
157, 162, 161
157, 158, 162
158, 163, 162
158, 136, 163
136, 137, 163
97, 159, 98
159, 164, 98
159, 160, 164
160, 165, 164
160, 161, 165
161, 166, 165
161, 162, 166
162, 167, 166
162, 163, 167
163, 168, 167
163, 137, 168
137, 138, 168
98, 164, 6
164, 143, 6
164, 165, 143
165, 142, 143
165, 166, 142
166, 141, 142
166, 167, 141
167, 140, 141
167, 168, 140
168, 139, 140
168, 138, 139
138, 7, 139

=== MODE RESULTS ===

--- Mode 1 ---
Frequency: 0.100579 Hz
Mode Shape Values (NodeID, Value):
  1, -0.0711275
  8, 0.0285035
  9, 0.00422201
  2, -0.0622746
  0, -0.0913883
  10, -0.137966
  11, -0.0880531
  12, -0.0479222
  13, 0.0104856
  14, 0.0249744
  15, 0.0312477
  16, 0.0795414
  17, 0.0536636
  18, 0.049992
  19, 0.0226167
  20, 0.0709402
  21, 0.0894202
  22, 0.0180312
  23, -0.0611022
  24, -0.0632159
  25, -0.105677
  26, -0.0653564
  27, -0.0752496
  28, -0.0597378
  29, -0.0851774
  30, -0.131166
  31, -0.103553
  32, -0.0451175
  33, 0.0122813
  34, -0.0815154
  35, -0.100184
  36, -0.0720046
  37, 0.00980435
  38, 0.0177079
  39, -0.073578
  40, -0.062543
  41, 0.0038535
  42, 0.0370337
  43, 0.0725909
  44, -0.0937462
  45, -0.00171815
  46, 0.056903
  47, 0.0565572
  48, 0.0662816
  49, -0.0701339
  50, -0.00109286
  51, 0.0962675
  52, 0.0723202
  53, 0.0312555
  4, -0.0118941
  3, -0.0554991
  54, -0.0255248
  55, -0.0420554
  56, -0.038018
  57, -0.0100534
  58, -0.00601527
  59, -0.00746685
  60, 0.028713
  61, 0.0273668
  62, 0.040558
  63, -0.040277
  64, -0.0368326
  65, 0.0148007
  66, -0.0143855
  67, -0.0275794
  68, -0.0750108
  69, -0.0565851
  70, 0.0360115
  71, 0.0870133
  72, 0.0651109
  73, 0.0191685
  74, -0.0153562
  75, 0.0436722
  76, 0.0858922
  77, 0.0130109
  78, -0.0471054
  79, 0.0164242
  80, 0.066582
  81, 0.0430947
  82, 0.0207863
  83, -0.0440293
  84, 0.0172441
  85, 0.0502457
  86, 0.0598286
  87, 0.031554
  88, 0.0189683
  89, -0.0234662
  90, 0.037343
  91, 0.03243
  92, 0.0202515
  93, 0.00286058
  6, 0.0041018
  5, 0.00455788
  94, 0.0133373
  95, -0.00338046
  96, -0.0174502
  97, -0.0326276
  98, -0.0022869
  99, -0.00289214
  100, -0.0106002
  101, 0.0496823
  102, -0.0232491
  103, -0.00846394
  104, 0.00881811
  105, -0.000759372
  106, 0.0625065
  107, -0.00913645
  108, 0.00947312
  109, -0.0494846
  110, -0.0235668
  111, -0.0458212
  112, -0.0354434
  113, -0.000965211
  114, -0.0671966
  115, -0.0705588
  116, -0.0776367
  117, -0.0395534
  118, 0.00240166
  119, -0.0589603
  120, -0.0782149
  121, -0.0854742
  122, -0.0408762
  123, 0.0463131
  124, -0.0456812
  125, -0.0334207
  126, -0.0302202
  127, -0.0326977
  128, -0.0159062
  129, -0.00482245
  130, 0.000962585
  131, 0.0479283
  132, -0.0138063
  133, -0.0161381
  7, 0.00510558
  134, 0.0341782
  135, 0.0528091
  136, 0.0404719
  137, 0.0592057
  138, 0.0219332
  139, 0.00814566
  140, 0.00522978
  141, -0.0324337
  142, 0.00551864
  143, 0.0194452
  144, 0.0577078
  145, 0.0513388
  146, 0.0620037
  147, 0.0468498
  148, 0.0411416
  149, 0.00570304
  150, 0.0472557
  151, 0.0365115
  152, 0.0333622
  153, 0.0528665
  154, -0.00651029
  155, -0.00860355
  156, -0.0159422
  157, 0.0361247
  158, 0.0367199
  159, -0.0125534
  160, -0.0201868
  161, -0.0154048
  162, 0.0363103
  163, 0.0507014
  164, 0.0161581
  165, 0.0046593
  166, -0.0217611
  167, 0.0133238
  168, 0.0234996

--- Mode 2 ---
Frequency: 0.0769799 Hz
Mode Shape Values (NodeID, Value):
  1, 0.09103
  8, -0.0884746
  9, 0.0858686
  2, -0.1378
  0, 0.116708
  10, 0.0784798
  11, -0.00562733
  12, -0.0698084
  13, -0.0901552
  14, -0.0889411
  15, -0.0651682
  16, 0.0130459
  17, 0.0778071
  18, 0.0635669
  19, 0.0694444
  20, 0.0459795
  21, -0.0314268
  22, -0.0756647
  23, -0.118242
  24, -0.136683
  25, -0.0794754
  26, -0.0162871
  27, 0.0750958
  28, 0.113936
  29, 0.11162
  30, 0.0793716
  31, -0.0182186
  32, -0.0627077
  33, -0.0851205
  34, 0.0811707
  35, 0.0319465
  36, -0.0539495
  37, -0.0635679
  38, -0.0663614
  39, -0.012556
  40, -0.0150021
  41, -0.0368999
  42, -0.0162516
  43, 0.0103148
  44, -0.0631335
  45, -0.0182598
  46, 0.00759764
  47, 0.0519014
  48, 0.0744798
  49, -0.121551
  50, -0.0657203
  51, -0.0185419
  52, 0.0525537
  53, 0.0692933
  4, -0.0618592
  3, 0.0492296
  54, 0.0865806
  55, 0.0960097
  56, -0.0114594
  57, -0.0792532
  58, -0.08229
  59, -0.0779828
  60, -0.0549515
  61, 0.00134084
  62, 0.0793381
  63, 0.0737436
  64, 0.0684924
  65, 0.0422502
  66, -0.00582369
  67, 0.0100269
  68, -0.082421
  69, -0.0777151
  70, -0.0595915
  71, -0.0342709
  72, 0.0380703
  73, 0.0839101
  74, 0.0103677
  75, 0.00348563
  76, -0.000225921
  77, 0.0483504
  78, 0.0849054
  79, -0.00716993
  80, -0.00683924
  81, 0.0200873
  82, 0.0198295
  83, -0.00303832
  84, 0.040661
  85, 0.024435
  86, -0.0150947
  87, -0.0337212
  88, -0.0672778
  89, 0.0725315
  90, 0.0708455
  91, 0.0021912
  92, -0.0554577
  93, -0.0744622
  6, -0.0773059
  5, 0.0457848
  94, 0.0823056
  95, 0.0817184
  96, -0.0075301
  97, -0.0480376
  98, -0.0734014
  99, -0.0675001
  100, -0.0698124
  101, -0.0250077
  102, 0.0458198
  103, 0.0666139
  104, 0.051229
  105, 0.0355213
  106, -0.0298731
  107, -0.0334436
  108, -0.0676191
  109, 0.103437
  110, 0.0855129
  111, -0.0163157
  112, -0.056029
  113, -0.0687107
  114, 0.112024
  115, 0.0825961
  116, -0.0181123
  117, -0.0491949
  118, -0.0748257
  119, 0.00304847
  120, 0.0193984
  121, 0.0258562
  122, 0.0121675
  123, -0.0266036
  124, -0.074256
  125, -0.0539633
  126, -0.0271058
  127, 0.0395013
  128, 0.0466343
  129, -0.0612143
  130, -0.0452778
  131, -0.0358928
  132, 0.0370282
  133, 0.0573541
  7, 0.0490578
  134, -0.0690972
  135, 0.00171272
  136, 0.0554555
  137, 0.0715524
  138, 0.0448263
  139, 0.035022
  140, 0.0191248
  141, -0.0335122
  142, -0.0979568
  143, -0.0922763
  144, 0.0780032
  145, 0.076608
  146, 0.0206522
  147, -0.056939
  148, -0.0729792
  149, 0.0723632
  150, 0.0539745
  151, 0.031506
  152, -0.0204485
  153, -0.00566365
  154, -0.0138474
  155, -0.0149705
  156, 0.0210592
  157, 0.0196205
  158, 0.0486915
  159, -0.055746
  160, -0.0555973
  161, -0.000414161
  162, 0.0285875
  163, 0.0650723
  164, -0.0939931
  165, -0.0912154
  166, -0.0325957
  167, 0.0153359
  168, 0.0416788

--- Mode 3 ---
Frequency: 0.062866 Hz
Mode Shape Values (NodeID, Value):
  1, 0.0942314
  8, -0.117092
  9, -0.023767
  2, 0.0147917
  0, 0.0697979
  10, 0.0605736
  11, 0.0456108
  12, -0.0661058
  13, -0.073608
  14, -0.0986505
  15, -0.0203324
  16, 0.0138409
  17, 0.0682488
  18, -0.019517
  19, 0.0199518
  20, 0.034097
  21, -0.00978783
  22, -0.00742601
  23, 0.0127809
  24, 0.0618887
  25, 0.065491
  26, 0.0325232
  27, 0.0759773
  28, 0.112352
  29, 0.0784223
  30, 0.0610999
  31, 0.0123412
  32, -0.0703687
  33, -0.0570585
  34, 0.0742466
  35, 0.040238
  36, 0.0212421
  37, -0.029604
  38, -0.0572451
  39, 0.0525343
  40, 0.0277561
  41, 0.0660922
  42, 0.0487141
  43, -0.0012117
  44, 0.0444676
  45, 0.00225645
  46, -0.0132573
  47, 0.0141906
  48, 0.043554
  49, 0.0339675
  50, -0.0372182
  51, -0.00686297
  52, 0.0283182
  53, 0.0386631
  4, -0.0394688
  3, 0.0152387
  54, -0.0352715
  55, -0.0641518
  56, -0.0779983
  57, -0.00846649
  58, -0.0266571
  59, -0.0315846
  60, 0.0204387
  61, 0.0479783
  62, 0.029926
  63, 0.0117222
  64, 0.00236521
  65, -0.00739567
  66, -0.0316379
  67, -0.017728
  68, 0.00700331
  69, -3.36332e-05
  70, 0.00332853
  71, -0.0107176
  72, 0.0523615
  73, 0.00498362
  74, -0.00298203
  75, 0.0121661
  76, 0.0348624
  77, 0.00904844
  78, -0.0116174
  79, -0.0023538
  80, 0.0531773
  81, 0.0656243
  82, 0.0155504
  83, -0.081238
  84, 0.00102985
  85, 0.0435455
  86, 0.0562533
  87, -0.0151282
  88, 0.00673246
  89, 0.00171552
  90, 0.0385086
  91, 0.0545889
  92, -0.00919653
  93, -0.0308459
  6, 0.063843
  5, -0.0122508
  94, -0.0836507
  95, -0.0885715
  96, -0.0515455
  97, 0.0474087
  98, 0.0779953
  99, 0.0805081
  100, 0.0828442
  101, 0.00258718
  102, 0.0104457
  103, 0.0157386
  104, 0.0227365
  105, 0.0689881
  106, 0.0956522
  107, 0.0479629
  108, -0.0128099
  109, -0.0915747
  110, -0.11611
  111, -0.0527929
  112, 0.0364438
  113, 0.0818027
  114, -0.143864
  115, -0.135695
  116, -0.0674736
  117, 0.0399966
  118, 0.0965141
  119, -0.101246
  120, -0.072017
  121, -0.00909033
  122, -0.017869
  123, 0.00276176
  124, -0.0349061
  125, -0.00267211
  126, 0.0596859
  127, -0.0251858
  128, 0.00212211
  129, -0.00496881
  130, 0.0467246
  131, 0.0998668
  132, 0.0441747
  133, 0.0110617
  7, 0.0247975
  134, -0.138037
  135, -0.0490385
  136, -0.0164715
  137, 0.0256321
  138, 0.0542682
  139, 0.0624441
  140, 0.0108199
  141, -0.0595889
  142, 0.0455844
  143, 0.0992544
  144, -0.0423182
  145, 0.068197
  146, -0.00421248
  147, -0.00777146
  148, -0.0834181
  149, -0.0770713
  150, -0.0515341
  151, -0.0501311
  152, -0.0271568
  153, -0.0360163
  154, -0.0558739
  155, -0.0176383
  156, -0.00531444
  157, -0.0417913
  158, -0.039729
  159, 0.0641807
  160, -0.0403096
  161, -0.067862
  162, 0.0333332
  163, 0.0261195
  164, 0.094758
  165, 0.0101346
  166, -0.0728102
  167, 0.0282197
  168, 0.0544132

--- Mode 4 ---
Frequency: 0.0622481 Hz
Mode Shape Values (NodeID, Value):
  1, -0.0442798
  8, -0.0446169
  9, -0.0162686
  2, 0.0334595
  0, -0.0349877
  10, -0.0309285
  11, -0.0453824
  12, -0.0404985
  13, -0.0633328
  14, -0.0413844
  15, -0.0445829
  16, -0.0184082
  17, -0.0302144
  18, -0.0224937
  19, -0.0199663
  20, -0.0565721
  21, -0.0622395
  22, -0.0144277
  23, 0.0291978
  24, 0.0257159
  25, 0.00188395
  26, -0.0153935
  27, -0.0104351
  28, -0.0388416
  29, -0.032814
  30, -0.0315873
  31, -0.0379006
  32, -0.0352491
  33, -0.0574674
  34, -0.0241351
  35, -0.0352729
  36, -0.0268396
  37, -0.0412768
  38, -0.0344
  39, -0.0148306
  40, -0.0344124
  41, -0.0606226
  42, -0.0381557
  43, -0.0349384
  44, -0.00376289
  45, -0.0273872
  46, -0.0665169
  47, -0.0589996
  48, -0.0398199
  49, 0.0233928
  50, -0.0162263
  51, -0.0734529
  52, -0.068004
  53, -0.0252337
  4, 0.000360213
  3, 0.0591636
  54, -0.0003628
  55, 0.0109012
  56, 0.0335051
  57, 0.00559833
  58, -0.00921687
  59, -0.0125517
  60, -0.0296594
  61, 0.0798909
  62, 0.109386
  63, 0.0781904
  64, 0.0637805
  65, 0.0419689
  66, 0.0242599
  67, 0.0285341
  68, 0.0504504
  69, 0.036467
  70, -0.00583482
  71, -0.0572326
  72, -0.0431101
  73, -0.0262074
  74, 0.0213369
  75, 0.00875746
  76, -0.0239749
  77, -0.0118206
  78, 0.0179413
  79, 0.0121993
  80, 0.0400493
  81, 0.0264861
  82, 0.0249952
  83, 0.0478001
  84, 0.0491929
  85, 0.0834305
  86, 0.0802843
  87, 0.0237505
  88, -0.00129034
  89, 0.0651884
  90, 0.112036
  91, 0.0854017
  92, -0.0121971
  93, -0.0170863
  6, 0.0503328
  5, -0.0429445
  94, -0.009477
  95, -0.0192481
  96, -0.0243421
  97, 0.0164136
  98, 0.0478865
  99, 0.0113888
  100, 0.0278946
  101, 0.0211667
  102, -0.0119874
  103, -0.0446221
  104, -0.0595016
  105, -0.101501
  106, -0.125173
  107, -0.0225023
  108, -0.0126782
  109, 0.0169053
  110, -0.0145591
  111, -0.0445074
  112, 0.000792422
  113, 0.0112429
  114, 0.0222691
  115, -0.00147881
  116, -0.0403672
  117, -0.0348499
  118, 0.0112774
  119, 0.0436044
  120, 0.0234865
  121, -0.064281
  122, -0.0284474
  123, 0.0112296
  124, 0.0184609
  125, -0.0141488
  126, -0.0819763
  127, -0.0817154
  128, -0.0288972
  129, -0.0111082
  130, -0.030793
  131, -0.108763
  132, -0.10655
  133, -0.0428981
  7, 0.0700509
  134, -0.0172919
  135, -0.00279134
  136, 0.061681
  137, 0.0715805
  138, 0.0960724
  139, 0.0982722
  140, 0.0824396
  141, 0.119579
  142, 0.067026
  143, 0.0654014
  144, -0.0283194
  145, -0.0219088
  146, 0.0032225
  147, -0.0461004
  148, -0.0239345
  149, -0.0129769
  150, 0.00775322
  151, 0.00862251
  152, 0.0108642
  153, -0.00560188
  154, 0.01002
  155, 0.0446449
  156, 0.0613198
  157, 0.057185
  158, 0.0538482
  159, 0.0193302
  160, 0.0840083
  161, 0.0975473
  162, 0.102033
  163, 0.0878465
  164, 0.0703155
  165, 0.0749856
  166, 0.111125
  167, 0.0951509
  168, 0.0950504

--- Mode 5 ---
Frequency: 0.0586319 Hz
Mode Shape Values (NodeID, Value):
  1, 0.0216397
  8, -0.0172738
  9, 0.026533
  2, -0.0128886
  0, 0.0372224
  10, 0.0264736
  11, -0.0141432
  12, -0.022597
  13, -0.00620249
